index,Sex,Age,Profession/job,Education level (recoded),Scale of incomes,Social class (subjective),Country_Code
40,Female,54,Not asked,Lower,Fifth step,Working class,Tunisia
41,Male,23,Not asked,Middle,Lower step,Lower class,Tunisia
42,Female,19,Not asked,Middle,Sixth step,Lower middle class,Tunisia
43,Female,52,Not asked,Lower,Fifth step,Lower middle class,Tunisia
44,Male,67,Not asked,Lower,Lower step,Lower class,Tunisia
45,Male,37,Not asked,Upper,Third step,Lower class,Tunisia
46,Female,20,Not asked,Middle,Don´t know,Upper middle class,Tunisia
47,Male,26,Not asked,Lower,Fifth step,Lower middle class,Tunisia
48,Male,73,Not asked,Lower,Third step,Lower middle class,Tunisia
49,Female,22,Not asked,Middle,Sixth step,Lower middle class,Tunisia
50,Female,29,Not asked,Lower,Fourth step,Working class,Tunisia
51,Female,29,Not asked,Upper,Fifth step,Lower middle class,Tunisia
52,Female,48,Not asked,Lower,Seventh step,Lower middle class,Tunisia
53,Female,25,Not asked,Middle,Sixth step,Lower middle class,Tunisia
54,Female,39,Not asked,Middle,Fourth step,Working class,Tunisia
55,Female,59,Not asked,Lower,Fourth step,Lower middle class,Tunisia
56,Female,37,Not asked,Middle,Fourth step,Working class,Tunisia
57,Male,43,Not asked,Middle,Lower step,Lower middle class,Tunisia
58,Male,40,Not asked,Middle,Fourth step,Working class,Tunisia
59,Female,26,Not asked,Middle,Sixth step,Lower middle class,Tunisia
60,Female,64,Not asked,Lower,Seventh step,Lower class,Tunisia
61,Male,42,Not asked,Lower,Third step,Lower middle class,Tunisia
62,Male,20,Not asked,Middle,Tenth step,Working class,Tunisia
63,Female,47,Not asked,Lower,Fifth step,Lower middle class,Tunisia
64,Female,25,Not asked,Lower,Sixth step,Lower middle class,Tunisia
65,Male,21,Not asked,Upper,Third step,Lower middle class,Tunisia
66,Female,43,Not asked,Middle,Third step,Lower middle class,Tunisia
67,Male,36,Not asked,Lower,Third step,Working class,Tunisia
68,Female,48,Not asked,Middle,Fifth step,Lower middle class,Tunisia
69,Male,27,Not asked,Middle,Fifth step,Working class,Tunisia
70,Male,71,Not asked,Lower,Lower step,Lower class,Tunisia
71,Female,50,Not asked,Lower,Third step,Lower middle class,Tunisia
72,Male,66,Not asked,Lower,Seventh step,Upper middle class,Tunisia
73,Male,26,Not asked,Middle,Seventh step,Lower middle class,Tunisia
74,Male,26,Not asked,Middle,Eigth step,Upper middle class,Tunisia
75,Female,35,Not asked,Upper,Eigth step,Upper class,Tunisia
76,Female,52,Not asked,Lower,Sixth step,Working class,Tunisia
77,Female,60,Not asked,Middle,Fifth step,Upper middle class,Tunisia
78,Female,35,Not asked,Middle,Sixth step,Lower middle class,Tunisia
79,Male,33,Not asked,Lower,Third step,Lower middle class,Tunisia
80,Female,27,Not asked,Upper,Seventh step,Upper middle class,Tunisia
81,Male,53,Not asked,Lower,Fifth step,Lower middle class,Tunisia
82,Female,19,Not asked,Middle,Sixth step,Lower middle class,Tunisia
83,Female,53,Not asked,Lower,Eigth step,Upper middle class,Tunisia
84,Male,39,Not asked,Middle,Fifth step,Working class,Tunisia
85,Female,55,Not asked,Lower,Fifth step,Working class,Tunisia
86,Male,47,Not asked,Middle,Seventh step,Lower middle class,Tunisia
87,Male,35,Not asked,Upper,Seventh step,Upper middle class,Tunisia
88,Male,22,Not asked,Middle,Fifth step,Lower middle class,Tunisia
89,Female,49,Not asked,Lower,Lower step,Lower class,Tunisia
90,Female,32,Not asked,Middle,Fifth step,Lower middle class,Tunisia
91,Female,53,Not asked,Lower,Fifth step,Lower middle class,Tunisia
92,Male,29,Not asked,Middle,Seventh step,Upper middle class,Tunisia
93,Female,50,Not asked,Middle,Third step,Lower middle class,Tunisia
94,Female,67,Not asked,Lower,Third step,Lower class,Tunisia
95,Female,50,Not asked,Lower,second step,Lower class,Tunisia
96,Male,37,Not asked,Lower,Third step,Working class,Tunisia
97,Male,37,Not asked,Middle,Seventh step,Lower middle class,Tunisia
98,Female,36,Not asked,Lower,Third step,Working class,Tunisia
99,Male,59,Not asked,Lower,Fifth step,Upper middle class,Tunisia
0,Female,18,Professional worker,Middle,Seventh step,Lower middle class,Turkey
1,Male,27,Non manual -office worker,Middle,Third step,Upper middle class,Turkey
2,Female,63,Never had a job,Lower,second step,Working class,Turkey
3,Female,39,Never had a job,Middle,Seventh step,Upper middle class,Turkey
4,Male,66,Never had a job,Lower,second step,Working class,Turkey
5,Female,32,Never had a job,Upper,second step,Lower middle class,Turkey
6,Female,30,No answer,Lower,Third step,Upper middle class,Turkey
7,Male,20,No answer,Middle,Fifth step,Don´t know,Turkey
8,Female,29,Never had a job,Upper,Fourth step,Lower middle class,Turkey
9,Male,24,Never had a job,Upper,Third step,Lower middle class,Turkey
10,Female,64,Never had a job,Lower,second step,Don´t know,Turkey
11,Male,20,Not asked,Middle,Fourth step,Upper middle class,Turkey
12,Female,32,Never had a job,Lower,Fourth step,Working class,Turkey
13,Female,26,Never had a job,Lower,Lower step,Lower middle class,Turkey
14,Female,34,Never had a job,Lower,second step,Working class,Turkey
15,Male,62,Never had a job,Middle,Third step,Lower class,Turkey
16,Female,49,Never had a job,Lower,Third step,Lower middle class,Turkey
17,Male,31,No answer,Upper,Sixth step,Lower middle class,Turkey
18,Male,36,Not asked,Lower,Fifth step,Working class,Turkey
19,Male,19,Skilled manual,Middle,Fifth step,Upper middle class,Turkey
20,Male,43,Non manual -office worker,Upper,Fourth step,Lower middle class,Turkey
21,Male,30,Employer/manager of establishment with less than 10 employed,Middle,Fourth step,Working class,Turkey
22,Female,61,Never had a job,Lower,Fourth step,Working class,Turkey
23,Female,35,Not asked,Lower,Fourth step,Working class,Turkey
24,Male,43,Skilled manual,Upper,second step,Working class,Turkey
25,Female,55,Never had a job,Lower,Don´t know,Lower class,Turkey
26,Male,55,Not asked,Lower,Sixth step,Working class,Turkey
27,Female,58,Not asked,Lower,Fourth step,Working class,Turkey
28,Female,43,Never had a job,Lower,second step,Working class,Turkey
29,Male,42,Employer/manager of establishment with 10 or more employed,Middle,second step,Working class,Turkey
30,Female,30,Professional worker,Upper,Eigth step,Upper middle class,Turkey
31,Female,55,Never had a job,Lower,Fifth step,Lower middle class,Turkey
32,Male,62,Employer/manager of establishment with less than 10 employed,Middle,Lower step,Working class,Turkey
33,Female,42,Never had a job,Middle,Fourth step,Working class,Turkey
34,Male,32,Employer/manager of establishment with 10 or more employed,Middle,Fourth step,Working class,Turkey
35,Female,18,Not asked,Middle,Seventh step,Lower middle class,Turkey
36,Female,35,Never had a job,Middle,Fourth step,Lower middle class,Turkey
37,Male,35,Professional worker,Upper,Fourth step,Lower middle class,Turkey
38,Male,26,Not asked,Lower,Sixth step,Lower middle class,Turkey
39,Male,28,Skilled manual,Lower,second step,Working class,Turkey
40,Male,47,Skilled manual,Lower,Third step,Working class,Turkey
41,Male,25,No answer,Lower,Third step,Lower class,Turkey
42,Female,22,Never had a job,Lower,Lower step,Working class,Turkey
43,Male,64,Junior level non manual,Middle,Third step,Not asked in survey,Turkey
44,Male,40,Not asked,Lower,Third step,Working class,Turkey
45,Female,28,Unskilled manual,Lower,Fourth step,Working class,Turkey
46,Female,40,Non manual -office worker,Upper,Sixth step,Upper middle class,Turkey
47,Female,72,Not asked,Lower,Third step,Lower class,Turkey
48,Male,28,Not asked,Middle,Seventh step,Working class,Turkey
49,Female,33,Never had a job,Middle,Sixth step,Don´t know,Turkey
50,Female,61,Never had a job,Lower,Nineth step,Upper class,Turkey
51,Male,33,Never had a job,Upper,second step,Lower class,Turkey
52,Male,42,Not asked,Upper,Eigth step,Upper middle class,Turkey
53,Male,27,Supervisory Non manual -office worker,Upper,Fourth step,Working class,Turkey
54,Male,64,Never had a job,Lower,second step,Working class,Turkey
55,Female,29,Never had a job,Middle,Fifth step,Upper middle class,Turkey
56,Female,52,Never had a job,Lower,Third step,Not asked in survey,Turkey
57,Male,29,Don't know,Middle,Sixth step,Not asked in survey,Turkey
58,Male,28,Unskilled manual,Middle,second step,Lower class,Turkey
59,Female,44,Never had a job,Lower,second step,Working class,Turkey
60,Male,25,Employer/manager of establishment with less than 10 employed,Middle,Third step,Lower middle class,Turkey
61,Female,74,Never had a job,Lower,Sixth step,Lower middle class,Turkey
62,Male,26,Skilled manual,Middle,Fourth step,Lower middle class,Turkey
63,Female,20,Not asked,Upper,Eigth step,Upper middle class,Turkey
64,Male,53,No answer,Lower,Fifth step,Lower middle class,Turkey
65,Male,33,Never had a job,Upper,second step,Lower class,Turkey
66,Female,28,Never had a job,Lower,Seventh step,Lower middle class,Turkey
67,Female,27,Never had a job,Lower,Fourth step,Upper middle class,Turkey
68,Female,26,No answer,Lower,Lower step,Working class,Turkey
69,Male,18,Never had a job,Middle,Lower step,Lower middle class,Turkey
70,Female,20,No answer,Middle,Third step,Upper middle class,Turkey
71,Male,45,Not asked,Lower,Fifth step,Lower middle class,Turkey
72,Female,45,Not asked,Lower,Don´t know,Lower middle class,Turkey
73,Male,18,Not asked,Middle,Seventh step,Upper middle class,Turkey
74,Female,53,Non manual -office worker,Middle,Seventh step,Upper middle class,Turkey
75,Male,55,Not asked,Lower,Sixth step,Upper middle class,Turkey
76,Male,45,Skilled manual,Lower,second step,Working class,Turkey
77,Female,33,Non manual -office worker,Upper,Fifth step,Upper middle class,Turkey
78,Male,33,Non manual -office worker,Middle,second step,Don´t know,Turkey
79,Male,45,Not asked,Upper,Sixth step,Upper middle class,Turkey
80,Male,43,Supervisory Non manual -office worker,Lower,Third step,Upper class,Turkey
81,Male,36,Not asked,Middle,Sixth step,Upper middle class,Turkey
82,Female,51,Never had a job,Lower,Fourth step,Working class,Turkey
83,Male,49,Farmer: has own farm,Lower,Fifth step,Not asked in survey,Turkey
84,Female,34,Never had a job,Lower,Fourth step,Upper class,Turkey
85,Female,22,Not asked,Lower,second step,Working class,Turkey
86,Male,21,Unskilled manual,Don´t know,Third step,Lower middle class,Turkey
87,Male,36,Foreman and supervisor,Middle,Third step,Lower middle class,Turkey
88,Male,28,Not asked,Middle,Seventh step,Lower middle class,Turkey
89,Female,51,Never had a job,Lower,second step,Don´t know,Turkey
90,Female,54,Never had a job,Lower,Lower step,Lower class,Turkey
91,Male,40,Non manual -office worker,Middle,Fourth step,Working class,Turkey
92,Male,63,Professional worker,Upper,Sixth step,Upper middle class,Turkey
93,Male,19,Never had a job,Don´t know,Third step,Lower middle class,Turkey
94,Male,49,Farmer: has own farm,Lower,second step,Upper middle class,Turkey
95,Male,26,Not asked,Lower,Fifth step,Working class,Turkey
96,Female,32,Not asked,Lower,Fourth step,Working class,Turkey
97,Male,39,Not asked,Lower,Sixth step,Lower middle class,Turkey
98,Female,44,Never had a job,Middle,Sixth step,Lower middle class,Turkey
99,Male,33,Not asked,Lower,Sixth step,Upper middle class,Turkey
0,Female,24,Never had a job,Middle,Don´t know,Don´t know,Uganda
1,Male,19,Never had a job,Middle,Don´t know,Don´t know,Uganda
2,Male,30,Non manual -office worker,Middle,Don´t know,Lower middle class,Uganda
3,Female,33,Professional worker,Upper,Seventh step,Don´t know,Uganda
4,Female,19,Farmer: has own farm,Lower,Lower step,Lower class,Uganda
5,Male,29,Never had a job,Upper,Don´t know,Working class,Uganda
6,Male,41,Unskilled manual,Lower,Lower step,Lower class,Uganda
7,Male,36,Employer/manager of establishment with less than 10 employed,Middle,Third step,Working class,Uganda
8,Female,27,Never had a job,Lower,Fifth step,Lower class,Uganda
9,Male,29,Skilled manual,Middle,Lower step,Lower class,Uganda
10,Male,25,Unskilled manual,Middle,second step,Working class,Uganda
11,Male,36,Skilled manual,Upper,Third step,Upper middle class,Uganda
12,Female,54,Agricultural worker,Upper,Third step,Lower class,Uganda
13,Male,38,Professional worker,Middle,Third step,Lower middle class,Uganda
14,Female,33,Supervisory Non manual -office worker,Upper,Don´t know,Don´t know,Uganda
15,Male,29,Non manual -office worker,Upper,Third step,Working class,Uganda
16,Female,25,Never had a job,Upper,Third step,Lower middle class,Uganda
17,Female,31,Unskilled manual,Lower,Don´t know,Working class,Uganda
18,Male,30,Supervisory Non manual -office worker,Upper,Don´t know,Don´t know,Uganda
19,Female,29,Employer/manager of establishment with less than 10 employed,Lower,Lower step,Lower class,Uganda
20,Male,32,Professional worker,Upper,Don´t know,Don´t know,Uganda
21,Female,30,Supervisory Non manual -office worker,Upper,Seventh step,Don´t know,Uganda
22,Female,31,Never had a job,Middle,Don´t know,Lower middle class,Uganda
23,Male,36,Farmer: has own farm,Lower,Don´t know,Lower class,Uganda
24,Male,26,Skilled manual,Upper,second step,Working class,Uganda
25,Male,30,Farmer: has own farm,Middle,Third step,Lower class,Uganda
26,Female,28,Never had a job,Middle,Don´t know,Lower class,Uganda
27,Female,36,Employer/manager of establishment with less than 10 employed,Upper,Sixth step,Lower middle class,Uganda
28,Male,30,Professional worker,Upper,Third step,Lower middle class,Uganda
29,Male,33,Unskilled manual,Lower,Don´t know,Lower class,Uganda
30,Male,56,Professional worker,Upper,Fourth step,Working class,Uganda
31,Male,30,Professional worker,Upper,Third step,Working class,Uganda
32,Female,29,Supervisory Non manual -office worker,Upper,Fifth step,Working class,Uganda
33,Female,20,Never had a job,Upper,Don´t know,Don´t know,Uganda
34,Female,34,Professional worker,Upper,second step,Lower class,Uganda
35,Male,29,Unskilled manual,Upper,Don´t know,Don´t know,Uganda
36,Male,20,Never had a job,Upper,Don´t know,Don´t know,Uganda
37,Female,27,Professional worker,Upper,Fourth step,Lower middle class,Uganda
38,Female,33,Professional worker,Upper,Fourth step,Working class,Uganda
39,Female,33,Professional worker,Upper,Don´t know,Don´t know,Uganda
40,Male,35,Foreman and supervisor,Upper,Fourth step,Working class,Uganda
41,Male,25,Professional worker,Upper,Don´t know,Don´t know,Uganda
42,Male,24,Never had a job,Upper,Don´t know,Don´t know,Uganda
43,Male,25,Semi-skilled manual worker,Middle,Fourth step,Upper middle class,Uganda
44,Male,22,Never had a job,Upper,Don´t know,Don´t know,Uganda
45,Male,24,Never had a job,Upper,Don´t know,Don´t know,Uganda
46,Male,40,Non manual -office worker,Upper,Fourth step,Working class,Uganda
47,Female,29,Never had a job,Middle,Lower step,Lower class,Uganda
48,Male,40,Farmer: has own farm,Upper,Third step,Working class,Uganda
49,Female,21,Unskilled manual,Middle,Don´t know,Lower class,Uganda
50,Female,33,Never had a job,Upper,Lower step,Lower class,Uganda
51,Female,22,Never had a job,Upper,Fifth step,Upper middle class,Uganda
52,Male,45,Professional worker,Upper,Fourth step,Working class,Uganda
53,Female,19,Never had a job,Upper,Fourth step,Lower class,Uganda
54,Female,20,Never had a job,Upper,Don´t know,Working class,Uganda
55,Female,24,Never had a job,Lower,Don´t know,Lower class,Uganda
56,Female,27,Professional worker,Upper,Fourth step,Lower middle class,Uganda
57,Male,50,Employer/manager of establishment with less than 10 employed,Upper,second step,Lower class,Uganda
58,Male,30,Employer/manager of establishment with 10 or more employed,Upper,Fourth step,Working class,Uganda
59,Female,18,Never had a job,Upper,Don´t know,Lower middle class,Uganda
60,Female,20,Never had a job,Upper,Don´t know,Lower middle class,Uganda
61,Male,50,Employer/manager of establishment with less than 10 employed,Upper,second step,Lower class,Uganda
62,Female,26,Member of armed forces,Lower,Lower step,Lower class,Uganda
63,Male,19,Never had a job,Upper,Third step,Lower middle class,Uganda
64,Female,55,Agricultural worker,Lower,Third step,Lower middle class,Uganda
65,Female,20,Never had a job,Upper,Don´t know,Upper class,Uganda
66,Female,20,Never had a job,Upper,Don´t know,Don´t know,Uganda
67,Male,24,Never had a job,Upper,Don´t know,Don´t know,Uganda
68,Female,36,Unskilled manual,Upper,Lower step,Lower class,Uganda
69,Male,29,Agricultural worker,Upper,Don´t know,Lower middle class,Uganda
70,Female,32,Never had a job,Upper,Don´t know,Don´t know,Uganda
71,Male,30,Unskilled manual,Middle,Lower step,Lower class,Uganda
72,Male,30,Farmer: has own farm,Upper,Third step,Working class,Uganda
73,Male,31,Professional worker,Upper,Fourth step,Working class,Uganda
74,Female,24,Semi-skilled manual worker,Middle,Lower step,Lower class,Uganda
75,Female,36,Professional worker,Middle,Fifth step,Working class,Uganda
76,Female,41,Agricultural worker,Lower,Don´t know,Lower middle class,Uganda
77,Female,25,Unskilled manual,Lower,Don´t know,Lower middle class,Uganda
78,Male,21,Unskilled manual,Upper,Don´t know,Don´t know,Uganda
79,Female,20,Never had a job,Middle,Don´t know,Lower class,Uganda
80,Female,32,Professional worker,Upper,Don´t know,Don´t know,Uganda
81,Female,25,Never had a job,Upper,Don´t know,Lower middle class,Uganda
82,Female,32,Never had a job,Middle,Third step,Don´t know,Uganda
83,Female,22,Professional worker,Upper,Don´t know,Don´t know,Uganda
84,Male,33,Farmer: has own farm,Upper,Third step,Lower class,Uganda
85,Female,21,Never had a job,Upper,Don´t know,Don´t know,Uganda
86,Female,33,Professional worker,Upper,Don´t know,Don´t know,Uganda
87,Female,18,Never had a job,Middle,Don´t know,Lower middle class,Uganda
88,Male,24,Professional worker,Upper,Fifth step,Upper middle class,Uganda
89,Male,25,Farmer: has own farm,Upper,Third step,Lower class,Uganda
90,Male,26,Skilled manual,Upper,Fourth step,Working class,Uganda
91,Female,28,Never had a job,Upper,Fourth step,Lower class,Uganda
92,Female,20,Never had a job,Lower,Don´t know,Lower class,Uganda
93,Male,30,Semi-skilled manual worker,Middle,Don´t know,Lower class,Uganda
94,Male,25,Never had a job,Upper,Don´t know,Lower class,Uganda
95,Female,21,Never had a job,Middle,Don´t know,Upper middle class,Uganda
96,Female,49,Supervisory Non manual -office worker,Middle,Third step,Working class,Uganda
97,Male,44,Farmer: has own farm,Upper,Don´t know,Lower class,Uganda
98,Female,30,Professional worker,Middle,Fourth step,Working class,Uganda
99,Male,25,Supervisory Non manual -office worker,Upper,Fourth step,Lower middle class,Uganda
0,Male,38,Not asked,Lower,Seventh step,Working class,Great Britain
1,Female,39,Non manual -office worker,Middle,No answer,Not asked in survey,Great Britain
2,Male,58,Non manual -office worker,Middle,Fifth step,Not asked in survey,Great Britain
3,Male,50,Not asked,No answer,Tenth step,Lower middle class,Great Britain
4,Female,35,Not asked,Middle,Nineth step,Lower middle class,Great Britain
5,Male,34,Professional worker,Middle,No answer,Not asked in survey,Great Britain
6,Female,76,Professional worker,Upper,Fourth step,Not asked in survey,Great Britain
7,Male,53,Professional worker,Middle,Nineth step,Not asked in survey,Great Britain
8,Male,29,Semi-skilled manual worker,Middle,No answer,Not asked in survey,Great Britain
9,Female,70,Not asked,Lower,second step,Lower class,Great Britain
10,Female,31,Non manual -office worker,Middle,No answer,Not asked in survey,Great Britain
11,Female,70,Unskilled manual,Middle,Missing; Unknown,Not asked in survey,Great Britain
12,Male,29,Employer/manager of establishment with 10 or more employed,Upper,Seventh step,Not asked in survey,Great Britain
13,Female,48,Not asked,Lower,Third step,Lower class,Great Britain
14,Male,73,Not asked,Lower,Fifth step,Working class,Great Britain
15,Female,44,Professional worker,Upper,Nineth step,Not asked in survey,Great Britain
16,Male,45,Not asked,Lower,Nineth step,Lower middle class,Great Britain
17,Female,60,Professional worker,Upper,Sixth step,Not asked in survey,Great Britain
18,Female,31,Not asked,Lower,Eigth step,Working class,Great Britain
19,Male,35,Unskilled manual,Upper,Sixth step,Not asked in survey,Great Britain
20,Male,95,Not asked,Lower,No answer,Lower class,Great Britain
21,Male,44,Not asked,No answer,Eigth step,Lower middle class,Great Britain
22,Female,52,Semi-skilled manual worker,Middle,Nineth step,Not asked in survey,Great Britain
23,Female,50,Not asked,Lower,Don´t know,Lower middle class,Great Britain
24,Female,87,Not asked,Lower,Don´t know,Lower class,Great Britain
25,Male,40,Not asked,Lower,Nineth step,Working class,Great Britain
26,Male,35,Skilled manual,Middle,Fifth step,Not asked in survey,Great Britain
27,Male,20,Semi-skilled manual worker,Middle,Fourth step,Not asked in survey,Great Britain
28,Male,18,Not asked,Lower,Don´t know,Lower middle class,Great Britain
29,Female,51,Semi-skilled manual worker,Middle,Sixth step,Not asked in survey,Great Britain
30,Male,54,Not asked,Lower,Lower step,Lower class,Great Britain
31,Male,75,Not asked,Lower,No answer,Upper middle class,Great Britain
32,Male,71,Supervisory Non manual -office worker,Middle,second step,Not asked in survey,Great Britain
33,Male,16,Not asked,Lower,Don´t know,Lower middle class,Great Britain
34,Female,30,Semi-skilled manual worker,Middle,Fourth step,Not asked in survey,Great Britain
35,Male,75,Not asked,Middle,Sixth step,Lower middle class,Great Britain
36,Male,88,Foreman and supervisor,Middle,Missing; Unknown,Not asked in survey,Great Britain
37,Female,37,Not asked,Middle,Tenth step,Upper middle class,Great Britain
38,Male,28,Professional worker,Upper,Nineth step,Not asked in survey,Great Britain
39,Female,30,Not asked,Lower,Fifth step,Lower middle class,Great Britain
40,Female,30,Not asked,Lower,Nineth step,Lower middle class,Great Britain
41,Male,73,Skilled manual,Middle,Nineth step,Not asked in survey,Great Britain
42,Male,63,Unskilled manual,Middle,Fourth step,Not asked in survey,Great Britain
43,Female,73,Not asked,Lower,Third step,Lower class,Great Britain
44,Female,55,Not asked,Middle,Tenth step,Upper middle class,Great Britain
45,Male,30,Not asked,Middle,Tenth step,Lower middle class,Great Britain
46,Female,78,Not asked,Lower,Seventh step,Lower middle class,Great Britain
47,Female,22,Not asked,Middle,Seventh step,Working class,Great Britain
48,Female,27,Skilled manual,Middle,Nineth step,Not asked in survey,Great Britain
49,Female,30,Not asked,Middle,Seventh step,Working class,Great Britain
50,Male,30,Unskilled manual,Upper,Fourth step,Not asked in survey,Great Britain
51,Female,19,Not asked,Middle,Sixth step,Lower middle class,Great Britain
52,Male,71,Not asked,Lower,Third step,Lower middle class,Great Britain
53,Female,37,Not asked,Lower,No answer,Lower class,Great Britain
54,Male,26,Not asked,Middle,Don´t know,Upper class,Great Britain
55,Female,39,Not asked,Middle,Tenth step,Upper middle class,Great Britain
56,Female,55,Non manual -office worker,Middle,Seventh step,Not asked in survey,Great Britain
57,Female,64,Not asked,Lower,Lower step,Lower class,Great Britain
58,Male,21,Non manual -office worker,Upper,Tenth step,Not asked in survey,Great Britain
59,Male,71,Not asked,Middle,Sixth step,Upper middle class,Great Britain
60,Male,39,Not asked,No answer,Nineth step,Lower middle class,Great Britain
61,Female,35,Non manual -office worker,Middle,Nineth step,Not asked in survey,Great Britain
62,Female,44,Skilled manual,Middle,Eigth step,Not asked in survey,Great Britain
63,Male,18,Not asked,Middle,Third step,Working class,Great Britain
64,Female,30,Semi-skilled manual worker,Middle,Fourth step,Not asked in survey,Great Britain
65,Female,20,Not asked,No answer,Don´t know,Lower middle class,Great Britain
66,Male,69,Not asked,Lower,No answer,Lower class,Great Britain
67,Male,65,Member of armed forces,Middle,Tenth step,Not asked in survey,Great Britain
68,Male,64,Skilled manual,Middle,second step,Not asked in survey,Great Britain
69,Female,60,Professional worker,Upper,Sixth step,Not asked in survey,Great Britain
70,Female,41,Not asked,No answer,Tenth step,Lower middle class,Great Britain
71,Female,94,Supervisory Non manual -office worker,Middle,Missing; Unknown,Not asked in survey,Great Britain
72,Male,21,Not asked,No answer,Tenth step,Lower middle class,Great Britain
73,Female,41,Not asked,Lower,Lower step,Lower class,Great Britain
74,Female,47,Non manual -office worker,Upper,Fifth step,Not asked in survey,Great Britain
75,Male,42,Employer/manager of establishment with less than 10 employed,Middle,No answer,Not asked in survey,Great Britain
76,Female,46,Not asked,Lower,second step,Lower class,Great Britain
77,Male,41,Semi-skilled manual worker,Middle,Third step,Not asked in survey,Great Britain
78,Male,50,Not asked,Upper,Tenth step,Upper class,Great Britain
79,Female,51,Not asked,Lower,Sixth step,Lower middle class,Great Britain
80,Male,57,Not applicable,Upper,Seventh step,Not asked in survey,Great Britain
81,Male,53,Skilled manual,Middle,Fifth step,Not asked in survey,Great Britain
82,Male,33,Semi-skilled manual worker,Middle,Sixth step,Not asked in survey,Great Britain
83,Female,78,Not asked,No answer,second step,Lower middle class,Great Britain
84,Female,39,Non manual -office worker,Upper,Tenth step,Not asked in survey,Great Britain
85,Female,45,Foreman and supervisor,Middle,No answer,Not asked in survey,Great Britain
86,Female,53,Employer/manager of establishment with 10 or more employed,Middle,Tenth step,Not asked in survey,Great Britain
87,Male,37,Not asked,Lower,Nineth step,Lower middle class,Great Britain
88,Female,78,Skilled manual,Middle,Third step,Not asked in survey,Great Britain
89,Female,22,Not asked,Middle,Don´t know,Lower class,Great Britain
90,Female,79,Not asked,Lower,Fifth step,Lower middle class,Great Britain
91,Female,34,Non manual -office worker,Middle,Eigth step,Not asked in survey,Great Britain
92,Male,25,Not applicable,Upper,Fourth step,Not asked in survey,Great Britain
93,Male,18,Skilled manual,Middle,Seventh step,Not asked in survey,Great Britain
94,Female,34,Not asked,No answer,Tenth step,Lower middle class,Great Britain
95,Female,63,Not asked,Lower,Don´t know,Lower middle class,Great Britain
96,Female,26,Non manual -office worker,Middle,Nineth step,Not asked in survey,Great Britain
97,Female,33,Non manual -office worker,Middle,Eigth step,Not asked in survey,Great Britain
98,Male,21,Not asked,No answer,Don´t know,Upper middle class,Great Britain
99,Female,54,Not asked,No answer,No answer,Lower middle class,Great Britain
0,Male,38,Unskilled manual,Middle,Third step,Working class,Ukraine
1,Female,19,Not applicable,Middle,Fourth step,Lower middle class,Ukraine
2,Female,22,Not asked,Middle,Sixth step,Working class,Ukraine
3,Female,82,Not applicable,Middle,Lower step,Working class,Ukraine
4,Female,40,Professional worker,Upper,Eigth step,Upper middle class,Ukraine
5,Male,25,Semi-skilled manual worker,Middle,Fifth step,Lower class,Ukraine
6,Male,69,Member of armed forces,Middle,No answer,Working class,Ukraine
7,Male,38,Semi-skilled manual worker,Upper,Third step,Working class,Ukraine
8,Male,54,Agricultural worker,Middle,Third step,Working class,Ukraine
9,Male,38,Semi-skilled manual worker,Middle,Fourth step,Lower middle class,Ukraine
10,Female,33,Not asked,Upper,Sixth step,Lower middle class,Ukraine
11,Female,34,Not asked,Upper,Sixth step,Lower middle class,Ukraine
12,Male,49,Not asked,Middle,Seventh step,Lower middle class,Ukraine
13,Female,19,Not applicable,Middle,Fifth step,Working class,Ukraine
14,Male,61,Not asked,Upper,Fifth step,Lower middle class,Ukraine
15,Female,62,Not asked,Upper,Seventh step,Lower middle class,Ukraine
16,Male,20,No answer,Upper,Fourth step,Lower class,Ukraine
17,Female,44,Not asked,Upper,Third step,Lower middle class,Ukraine
18,Male,76,Not applicable,Middle,Fourth step,Don´t know,Ukraine
19,Female,58,Non manual -office worker,Middle,second step,Lower middle class,Ukraine
20,Female,44,Not asked,Upper,second step,Lower class,Ukraine
21,Female,66,Not asked,Upper,Fifth step,Lower middle class,Ukraine
22,Female,26,Not applicable,Upper,Fifth step,Upper middle class,Ukraine
23,Female,56,No answer,Middle,second step,Lower middle class,Ukraine
24,Female,36,Not asked,Upper,Seventh step,Upper middle class,Ukraine
25,Female,42,Professional worker,Upper,Eigth step,Upper middle class,Ukraine
26,Female,58,Not asked,Upper,Fifth step,Working class,Ukraine
27,Female,47,Not asked,Middle,Fourth step,Working class,Ukraine
28,Female,65,Not asked,Lower,second step,Working class,Ukraine
29,Female,59,Not asked,Middle,Lower step,Working class,Ukraine
30,Male,64,Semi-skilled manual worker,Lower,Lower step,Working class,Ukraine
31,Male,24,Member of armed forces,Middle,Fifth step,Don´t know,Ukraine
32,Female,47,Professional worker,Upper,No answer,Working class,Ukraine
33,Female,42,Unskilled manual,Middle,Sixth step,Working class,Ukraine
34,Female,56,Non manual -office worker,Middle,Fifth step,Lower middle class,Ukraine
35,Female,76,Unskilled manual,Lower,second step,Lower class,Ukraine
36,Male,23,Not asked,Upper,Fifth step,Working class,Ukraine
37,Male,41,Not asked,Upper,Sixth step,Upper middle class,Ukraine
38,Female,30,Not asked,Upper,Seventh step,Lower middle class,Ukraine
39,Female,23,Semi-skilled manual worker,Middle,second step,Working class,Ukraine
